Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country
In Progress,373,Critical,Phone,Network Issue,Security,Ahmed Al-Salem,01-04-2024 23.00,02-04-2024 0.00,01-04-2024 23.10,01-04-2024 23.06,Met,01-04-2024 23.55,Met,01-04-2024 23.59,1,Satisfied,Network,L1,Oman
In Progress,374,Medium,Portal,General Inquiry,Development,Saif Al-Rashid,26-07-2024 3.32,26-07-2024 6.32,26-07-2024 4.17,26-07-2024 4.13,Met,26-07-2024 6.23,Met,26-07-2024 6.25,3,Neutral,Hardware,L2,UAE
In Progress,375,Medium,Phone,Access Request,IT Support,Saif Al-Rashid,23-06-2024 12.25,23-06-2024 15.25,23-06-2024 13.10,23-06-2024 13.08,Met,23-06-2024 15.17,Met,23-06-2024 15.22,5,Satisfied,Cloud,L3,Saudi Arabia
In Progress,376,High,Portal,Network Issue,Customer Service,Fahad Al-Farsi,29-06-2024 2.00,29-06-2024 4.00,29-06-2024 2.30,29-06-2024 2.26,Met,29-06-2024 3.42,Met,29-06-2024 3.47,2,Neutral,Hardware,L1,Qatar
Resolved,377,Medium,Portal,Hardware Failure,Network Ops,Fahad Al-Rashid,27-07-2024 3.00,27-07-2024 6.00,27-07-2024 3.45,27-07-2024 3.44,Met,27-07-2024 5.49,Met,27-07-2024 5.53,2,Satisfied,Hardware,L2,Bahrain
Closed,378,Medium,Portal,Hardware Failure,Network Ops,Abdullah Al-Farsi,17-07-2024 16.42,17-07-2024 19.42,17-07-2024 17.27,17-07-2024 17.18,Not Met,17-07-2024 19.24,Met,17-07-2024 19.24,2,Satisfied,Network,L1,Kuwait
Closed,379,Low,Chat,Access Request,Development,Mohammed Al-Rashid,04-05-2024 5.23,04-05-2024 9.23,04-05-2024 6.23,04-05-2024 6.21,Met,04-05-2024 9.13,Met,04-05-2024 9.18,4,Dissatisfied,Hardware,L1,Bahrain
Open,380,High,Phone,Network Issue,Customer Service,Ali Al-Khalifa,05-08-2024 3.34,05-08-2024 5.34,05-08-2024 4.04,05-08-2024 4.02,Met,05-08-2024 5.25,Met,05-08-2024 5.30,3,Satisfied,Software,L3,Bahrain
New,381,Critical,Phone,Hardware Failure,Security,Yousef Al-Khalifa,19-05-2024 23.16,20-05-2024 0.16,19-05-2024 23.26,19-05-2024 23.17,Met,20-05-2024 0.11,Met,20-05-2024 0.15,3,Satisfied,Hardware,L3,Bahrain
Closed,382,Medium,Email,Hardware Failure,Customer Service,Saif Al-Khalifa,22-07-2024 14.58,22-07-2024 17.58,22-07-2024 15.43,22-07-2024 15.41,Met,22-07-2024 17.44,Met,22-07-2024 17.48,1,Dissatisfied,Software,L3,Oman
Open,383,Critical,Chat,Hardware Failure,IT Support,Abdullah Al-Mansoori,06-05-2024 6.38,06-05-2024 7.38,06-05-2024 6.48,06-05-2024 6.47,Met,06-05-2024 7.37,Met,06-05-2024 7.38,5,Dissatisfied,Network,L1,Saudi Arabia
Closed,384,High,Chat,Access Request,Security,Saif Al-Rashid,04-05-2024 20.12,04-05-2024 22.12,04-05-2024 20.42,04-05-2024 20.42,Met,04-05-2024 21.58,Met,04-05-2024 21.59,1,Neutral,Cloud,L3,Qatar
In Progress,385,Medium,Email,Software Bug,Development,Yousef Al-Khalifa,25-05-2024 8.30,25-05-2024 11.30,25-05-2024 9.15,25-05-2024 9.10,Met,25-05-2024 11.26,Met,25-05-2024 11.30,1,Satisfied,Network,L1,Oman
Open,386,High,Portal,Access Request,Network Ops,Khalid Al-Rashid,06-05-2024 15.18,06-05-2024 17.18,06-05-2024 15.48,06-05-2024 15.39,Met,06-05-2024 17.17,Met,06-05-2024 17.20,4,Dissatisfied,Hardware,L2,Qatar
Open,387,High,Email,Access Request,Network Ops,Ahmed Al-Salem,08-05-2024 6.28,08-05-2024 8.28,08-05-2024 6.58,08-05-2024 6.50,Met,08-05-2024 8.11,Met,08-05-2024 8.12,1,Satisfied,Cloud,L2,Bahrain
Resolved,388,Medium,Email,General Inquiry,Customer Service,Yousef Al-Khalifa,10-05-2024 18.34,10-05-2024 21.34,10-05-2024 19.19,10-05-2024 19.14,Met,10-05-2024 21.34,Met,10-05-2024 21.36,3,Neutral,Hardware,L1,Qatar
Resolved,389,Medium,Chat,Software Bug,IT Support,Saif Al-Rashid,31-05-2024 20.29,31-05-2024 23.29,31-05-2024 21.14,31-05-2024 21.09,Met,31-05-2024 23.25,Met,31-05-2024 23.26,2,Dissatisfied,Cloud,L2,Kuwait
Resolved,390,Low,Chat,General Inquiry,Network Ops,Mohammed Al-Hamdan,04-08-2024 13.54,04-08-2024 17.54,04-08-2024 14.54,04-08-2024 14.44,Met,04-08-2024 17.42,Met,04-08-2024 17.44,2,Neutral,Hardware,L3,Oman
Resolved,391,Medium,Portal,Software Bug,IT Support,Khalid Al-Rashid,25-05-2024 17.26,25-05-2024 20.26,25-05-2024 18.11,25-05-2024 18.04,Met,25-05-2024 20.08,Met,25-05-2024 20.11,2,Dissatisfied,Cloud,L1,Bahrain
New,392,High,Phone,Software Bug,Security,Khalid Al-Rashid,03-05-2024 22.20,04-05-2024 0.20,03-05-2024 22.50,03-05-2024 22.41,Met,04-05-2024 0.20,Met,04-05-2024 0.24,2,Satisfied,Hardware,L2,Bahrain
New,393,Low,Phone,Hardware Failure,Network Ops,Mohammed Al-Rashid,21-06-2024 3.18,21-06-2024 7.18,21-06-2024 4.18,21-06-2024 4.14,Met,21-06-2024 7.11,Met,21-06-2024 7.16,5,Neutral,Hardware,L2,Oman
Resolved,394,Low,Phone,General Inquiry,Security,Saif Al-Rashid,12-07-2024 18.01,12-07-2024 22.01,12-07-2024 19.01,12-07-2024 19.01,Met,12-07-2024 21.44,Met,12-07-2024 21.47,5,Dissatisfied,Cloud,L1,Bahrain
Closed,395,Medium,Phone,Access Request,IT Support,Ahmed Al-Nasser,19-05-2024 16.08,19-05-2024 19.08,19-05-2024 16.53,19-05-2024 16.44,Met,19-05-2024 18.54,Met,19-05-2024 18.57,3,Neutral,Network,L2,UAE
New,396,Medium,Email,Software Bug,IT Support,Yousef Al-Sabah,01-04-2024 1.12,01-04-2024 4.12,01-04-2024 1.57,01-04-2024 1.48,Met,01-04-2024 4.05,Met,01-04-2024 4.07,4,Dissatisfied,Network,L1,UAE
In Progress,397,Critical,Portal,Hardware Failure,Customer Service,Khalid Al-Rashid,13-04-2024 4.00,13-04-2024 5.00,13-04-2024 4.10,13-04-2024 4.05,Met,13-04-2024 4.53,Met,13-04-2024 4.58,1,Dissatisfied,Software,L1,Oman
Open,398,High,Chat,General Inquiry,Security,Saif Al-Rashid,15-05-2024 3.21,15-05-2024 5.21,15-05-2024 3.51,15-05-2024 3.50,Met,15-05-2024 5.18,Met,15-05-2024 5.22,5,Satisfied,Software,L1,Kuwait
New,399,Critical,Email,Software Bug,Security,Fahad Al-Rashid,19-05-2024 11.19,19-05-2024 12.19,19-05-2024 11.29,19-05-2024 11.29,Met,19-05-2024 12.17,Met,19-05-2024 12.22,1,Satisfied,Network,L2,Qatar
New,400,Critical,Email,Network Issue,Customer Service,Fahad Al-Rashid,26-06-2024 0.29,26-06-2024 1.29,26-06-2024 0.39,26-06-2024 0.38,Met,26-06-2024 1.12,Met,26-06-2024 1.13,1,Dissatisfied,Network,L2,Bahrain
Resolved,401,Critical,Email,Network Issue,Network Ops,Ahmed Al-Salem,15-06-2024 19.21,15-06-2024 20.21,15-06-2024 19.31,15-06-2024 19.28,Met,15-06-2024 20.12,Met,15-06-2024 20.13,4,Dissatisfied,Software,L3,Qatar
Closed,402,Medium,Chat,General Inquiry,Customer Service,Mohammed Al-Hamdan,29-05-2024 8.47,29-05-2024 11.47,29-05-2024 9.32,29-05-2024 9.30,Met,29-05-2024 11.40,Met,29-05-2024 11.42,4,Satisfied,Software,L3,Kuwait
New,403,Medium,Portal,Software Bug,Development,Ahmed Al-Salem,31-07-2024 16.48,31-07-2024 19.48,31-07-2024 17.33,31-07-2024 17.23,Met,31-07-2024 19.32,Met,31-07-2024 19.34,2,Satisfied,Network,L3,Bahrain
Resolved,404,Low,Chat,Network Issue,IT Support,Abdullah Al-Rashid,24-06-2024 2.31,24-06-2024 6.31,24-06-2024 3.31,24-06-2024 3.25,Met,24-06-2024 6.16,Met,24-06-2024 6.21,5,Neutral,Network,L1,Kuwait
New,405,High,Phone,General Inquiry,IT Support,Ahmed Al-Salem,03-08-2024 4.43,03-08-2024 6.43,03-08-2024 5.13,03-08-2024 5.06,Met,03-08-2024 6.32,Met,03-08-2024 6.33,5,Neutral,Hardware,L3,UAE
Resolved,406,High,Portal,Software Bug,Development,Saif Al-Rashid,03-08-2024 16.45,03-08-2024 18.45,03-08-2024 17.15,03-08-2024 17.10,Met,03-08-2024 18.31,Met,03-08-2024 18.33,3,Satisfied,Software,L1,Kuwait
Closed,407,Medium,Portal,Software Bug,Customer Service,Fahad Al-Farsi,29-06-2024 4.46,29-06-2024 7.46,29-06-2024 5.31,29-06-2024 5.26,Met,29-06-2024 7.32,Met,29-06-2024 7.32,1,Neutral,Hardware,L2,Saudi Arabia
Closed,408,High,Chat,Network Issue,Customer Service,Abdullah Al-Farsi,21-06-2024 23.32,22-06-2024 1.32,22-06-2024 0.02,21-06-2024 23.56,Met,22-06-2024 1.21,Met,22-06-2024 1.25,3,Dissatisfied,Network,L3,Bahrain
Open,409,High,Portal,General Inquiry,Security,Abdullah Al-Rashid,04-07-2024 3.28,04-07-2024 5.28,04-07-2024 3.58,04-07-2024 3.56,Met,04-07-2024 5.21,Met,04-07-2024 5.26,5,Satisfied,Hardware,L3,UAE
Closed,410,Low,Portal,Network Issue,Security,Saif Al-Rashid,30-07-2024 1.19,30-07-2024 5.19,30-07-2024 2.19,30-07-2024 2.19,Met,30-07-2024 5.07,Met,30-07-2024 5.07,5,Neutral,Cloud,L2,Saudi Arabia
New,411,High,Phone,Network Issue,Network Ops,Yousef Al-Khalifa,25-06-2024 19.49,25-06-2024 21.49,25-06-2024 20.19,25-06-2024 20.12,Met,25-06-2024 21.32,Met,25-06-2024 21.37,3,Neutral,Hardware,L1,Kuwait
In Progress,412,Low,Email,Software Bug,Security,Abdullah Al-Mansoori,12-06-2024 5.56,12-06-2024 9.56,12-06-2024 6.56,12-06-2024 6.53,Met,12-06-2024 9.49,Met,12-06-2024 9.54,3,Neutral,Hardware,L3,Kuwait
Closed,413,Critical,Chat,Access Request,Security,Mohammed Al-Rashid,27-07-2024 23.29,28-07-2024 0.29,27-07-2024 23.39,27-07-2024 23.29,Met,28-07-2024 0.18,Met,28-07-2024 0.22,3,Satisfied,Hardware,L1,Oman
Resolved,414,Critical,Chat,Software Bug,Customer Service,Ali Al-Khalifa,17-06-2024 20.25,17-06-2024 21.25,17-06-2024 20.35,17-06-2024 20.32,Met,17-06-2024 21.08,Met,17-06-2024 21.10,4,Dissatisfied,Hardware,L2,Kuwait
Open,415,Medium,Phone,Hardware Failure,IT Support,Saif Al-Khalifa,31-05-2024 23.24,01-06-2024 2.24,01-06-2024 0.09,01-06-2024 0.00,Met,01-06-2024 2.15,Met,01-06-2024 2.19,5,Dissatisfied,Hardware,L2,UAE
Resolved,416,Low,Chat,Access Request,Customer Service,Mohammed Al-Hamdan,06-04-2024 23.34,07-04-2024 3.34,07-04-2024 0.34,07-04-2024 0.30,Met,07-04-2024 3.17,Met,07-04-2024 3.22,1,Satisfied,Software,L1,Saudi Arabia
Closed,417,Medium,Chat,Hardware Failure,Development,Mohammed Al-Hamdan,26-05-2024 18.17,26-05-2024 21.17,26-05-2024 19.02,26-05-2024 19.01,Met,26-05-2024 21.11,Met,26-05-2024 21.12,2,Neutral,Cloud,L3,Oman
Resolved,418,Critical,Chat,Access Request,Security,Saif Al-Rashid,08-06-2024 10.11,08-06-2024 11.11,08-06-2024 10.21,08-06-2024 10.18,Met,08-06-2024 11.04,Met,08-06-2024 11.04,2,Neutral,Software,L1,Bahrain
In Progress,419,Low,Chat,General Inquiry,IT Support,Ahmed Al-Salem,13-07-2024 6.04,13-07-2024 10.04,13-07-2024 7.04,13-07-2024 7.01,Met,13-07-2024 9.46,Met,13-07-2024 9.47,3,Satisfied,Hardware,L1,Kuwait
Closed,420,Low,Portal,Access Request,Development,Khalid Al-Rashid,04-06-2024 3.11,04-06-2024 7.11,04-06-2024 4.11,04-06-2024 4.11,Met,04-06-2024 7.02,Met,04-06-2024 7.04,2,Dissatisfied,Network,L3,Oman
Resolved,421,Critical,Phone,General Inquiry,IT Support,Saif Al-Rashid,26-07-2024 3.09,26-07-2024 4.09,26-07-2024 3.19,26-07-2024 3.16,Met,26-07-2024 4.07,Met,26-07-2024 4.12,2,Satisfied,Software,L3,Bahrain
Open,422,Medium,Phone,Access Request,IT Support,Fahad Al-Rashid,23-05-2024 9.59,23-05-2024 12.59,23-05-2024 10.44,23-05-2024 10.35,Met,23-05-2024 12.58,Met,23-05-2024 12.59,1,Satisfied,Cloud,L2,Saudi Arabia
Resolved,423,Medium,Chat,Hardware Failure,Security,Saif Al-Khalifa,11-04-2024 2.40,11-04-2024 5.40,11-04-2024 3.25,11-04-2024 3.23,Met,11-04-2024 5.21,Met,11-04-2024 5.24,3,Neutral,Hardware,L1,UAE
In Progress,424,Low,Phone,General Inquiry,IT Support,Mohammed Al-Hamdan,14-04-2024 9.08,14-04-2024 13.08,14-04-2024 10.08,14-04-2024 9.58,Met,14-04-2024 12.57,Met,14-04-2024 13.01,5,Dissatisfied,Hardware,L2,Kuwait
Resolved,425,Critical,Email,Software Bug,IT Support,Saif Al-Rashid,09-05-2024 15.34,09-05-2024 16.34,09-05-2024 15.44,09-05-2024 15.37,Met,09-05-2024 16.25,Met,09-05-2024 16.26,1,Neutral,Network,L3,Bahrain
Open,426,Critical,Phone,Software Bug,Security,Abdullah Al-Rashid,21-06-2024 0.53,21-06-2024 1.53,21-06-2024 1.03,21-06-2024 0.54,Met,21-06-2024 1.48,Met,21-06-2024 1.50,5,Dissatisfied,Software,L1,Qatar
Resolved,427,Low,Portal,Software Bug,Customer Service,Abdullah Al-Farsi,30-06-2024 4.35,30-06-2024 8.35,30-06-2024 5.35,30-06-2024 5.31,Met,30-06-2024 8.15,Met,30-06-2024 8.18,3,Dissatisfied,Cloud,L2,Qatar
Open,428,Critical,Phone,General Inquiry,Network Ops,Saif Al-Rashid,10-07-2024 8.16,10-07-2024 9.16,10-07-2024 8.26,10-07-2024 8.21,Met,10-07-2024 9.15,Met,10-07-2024 9.19,5,Neutral,Software,L2,Saudi Arabia
Open,429,Critical,Phone,Network Issue,Customer Service,Fahad Al-Rashid,07-04-2024 0.09,07-04-2024 1.09,07-04-2024 0.19,07-04-2024 0.19,Met,07-04-2024 1.01,Met,07-04-2024 1.02,2,Neutral,Hardware,L3,Kuwait
In Progress,430,High,Chat,Access Request,IT Support,Abdullah Al-Mansoori,30-05-2024 23.31,31-05-2024 1.31,31-05-2024 0.01,30-05-2024 23.55,Met,31-05-2024 1.18,Met,31-05-2024 1.23,2,Satisfied,Network,L2,Kuwait
Open,431,High,Portal,Hardware Failure,IT Support,Yousef Al-Khalifa,15-05-2024 0.35,15-05-2024 2.35,15-05-2024 1.05,15-05-2024 0.55,Met,15-05-2024 2.25,Met,15-05-2024 2.28,4,Neutral,Cloud,L3,Oman
Resolved,432,Critical,Phone,Hardware Failure,Security,Hassan Al-Rashid,25-05-2024 2.06,25-05-2024 3.06,25-05-2024 2.16,25-05-2024 2.15,Met,25-05-2024 2.56,Met,25-05-2024 2.57,4,Dissatisfied,Network,L2,Qatar
Resolved,433,Medium,Phone,Access Request,Network Ops,Omar Al-Salem,25-06-2024 19.39,25-06-2024 22.39,25-06-2024 20.24,25-06-2024 20.14,Met,25-06-2024 22.30,Met,25-06-2024 22.34,2,Satisfied,Software,L3,Kuwait
Resolved,434,Critical,Portal,Hardware Failure,Customer Service,Fahad Al-Rashid,23-06-2024 11.37,23-06-2024 12.37,23-06-2024 11.47,23-06-2024 11.42,Met,23-06-2024 12.21,Met,23-06-2024 12.26,2,Dissatisfied,Cloud,L1,Saudi Arabia
In Progress,435,Critical,Chat,Software Bug,Customer Service,Hassan Al-Hamdan,24-07-2024 21.48,24-07-2024 22.48,24-07-2024 21.58,24-07-2024 21.49,Met,24-07-2024 22.29,Met,24-07-2024 22.32,1,Dissatisfied,Hardware,L1,Kuwait
Closed,436,Medium,Portal,Access Request,IT Support,Khalid Al-Rashid,10-06-2024 0.10,10-06-2024 3.10,10-06-2024 0.55,10-06-2024 0.47,Met,10-06-2024 2.58,Met,10-06-2024 3.03,5,Satisfied,Network,L2,Qatar
Resolved,437,Medium,Phone,Hardware Failure,Security,Ali Al-Khalifa,25-04-2024 19.05,25-04-2024 22.05,25-04-2024 19.50,25-04-2024 19.49,Met,25-04-2024 21.46,Met,25-04-2024 21.46,5,Dissatisfied,Software,L1,Saudi Arabia
Open,438,High,Chat,Network Issue,Development,Yousef Al-Khalifa,05-05-2024 1.14,05-05-2024 3.14,05-05-2024 1.44,05-05-2024 1.38,Met,05-05-2024 3.04,Met,05-05-2024 3.04,3,Neutral,Cloud,L2,Saudi Arabia
Resolved,439,Low,Email,Hardware Failure,Customer Service,Saif Al-Rashid,01-06-2024 21.42,02-06-2024 1.42,01-06-2024 22.42,01-06-2024 22.34,Met,02-06-2024 1.25,Met,02-06-2024 1.28,4,Neutral,Cloud,L1,Kuwait
In Progress,440,Medium,Phone,Network Issue,IT Support,Yousef Al-Khalifa,14-06-2024 2.09,14-06-2024 5.09,14-06-2024 2.54,14-06-2024 2.44,Met,14-06-2024 5.05,Met,14-06-2024 5.08,5,Satisfied,Network,L2,Saudi Arabia
In Progress,441,Critical,Phone,Access Request,Network Ops,Khalid Al-Farsi,29-04-2024 18.09,29-04-2024 19.09,29-04-2024 18.19,29-04-2024 18.15,Met,29-04-2024 19.02,Met,29-04-2024 19.02,5,Dissatisfied,Software,L3,Oman
Resolved,442,Low,Portal,Software Bug,Network Ops,Abdullah Al-Rashid,02-04-2024 12.35,02-04-2024 16.35,02-04-2024 13.35,02-04-2024 13.34,Met,02-04-2024 16.30,Met,02-04-2024 16.35,5,Dissatisfied,Network,L1,Kuwait
Closed,443,Medium,Chat,Access Request,Development,Mohammed Al-Rashid,09-04-2024 11.36,09-04-2024 14.36,09-04-2024 12.21,09-04-2024 12.11,Met,09-04-2024 14.22,Met,09-04-2024 14.23,5,Satisfied,Network,L1,Saudi Arabia
Resolved,444,Low,Email,General Inquiry,Development,Yousef Al-Khalifa,07-04-2024 10.05,07-04-2024 14.05,07-04-2024 11.05,07-04-2024 10.58,Met,07-04-2024 14.00,Met,07-04-2024 14.00,4,Dissatisfied,Cloud,L2,Saudi Arabia
New,445,Low,Email,Network Issue,Security,Abdullah Al-Rashid,16-07-2024 17.35,16-07-2024 21.35,16-07-2024 18.35,16-07-2024 18.35,Met,16-07-2024 21.25,Met,16-07-2024 21.28,1,Satisfied,Network,L3,UAE
In Progress,446,Low,Email,Network Issue,Development,Mohammed Al-Hamdan,10-05-2024 18.46,10-05-2024 22.46,10-05-2024 19.46,10-05-2024 19.41,Met,10-05-2024 22.26,Met,10-05-2024 22.30,4,Neutral,Hardware,L1,UAE
Closed,447,High,Email,Hardware Failure,Security,Mohammed Al-Hamdan,17-05-2024 22.18,18-05-2024 0.18,17-05-2024 22.48,17-05-2024 22.44,Met,18-05-2024 0.07,Met,18-05-2024 0.07,2,Dissatisfied,Cloud,L2,Kuwait
In Progress,448,Critical,Phone,Software Bug,Security,Abdullah Al-Farsi,05-04-2024 18.09,05-04-2024 19.09,05-04-2024 18.19,05-04-2024 18.14,Met,05-04-2024 19.03,Met,05-04-2024 19.06,5,Satisfied,Software,L1,Kuwait
Open,449,Low,Portal,Hardware Failure,Customer Service,Mohammed Al-Hamdan,20-06-2024 18.33,20-06-2024 22.33,20-06-2024 19.33,20-06-2024 19.33,Met,20-06-2024 22.14,Met,20-06-2024 22.14,1,Satisfied,Software,L2,Saudi Arabia
Resolved,450,Medium,Portal,Access Request,Network Ops,Abdullah Al-Rashid,09-08-2024 7.33,09-08-2024 10.33,09-08-2024 8.18,09-08-2024 8.17,Met,09-08-2024 10.30,Met,09-08-2024 10.34,3,Neutral,Hardware,L1,Oman
Resolved,451,Medium,Portal,General Inquiry,IT Support,Fahad Al-Rashid,02-06-2024 10.56,02-06-2024 13.56,02-06-2024 11.41,02-06-2024 11.36,Met,02-06-2024 13.55,Met,02-06-2024 13.58,4,Satisfied,Hardware,L2,Bahrain
In Progress,452,High,Portal,Network Issue,IT Support,Mohammed Al-Hamdan,02-05-2024 6.07,02-05-2024 8.07,02-05-2024 6.37,02-05-2024 6.30,Met,02-05-2024 8.06,Met,02-05-2024 8.11,2,Dissatisfied,Hardware,L3,Saudi Arabia
Resolved,453,Medium,Email,Access Request,Network Ops,Abdullah Al-Mansoori,07-08-2024 12.32,07-08-2024 15.32,07-08-2024 13.17,07-08-2024 13.08,Met,07-08-2024 15.27,Met,07-08-2024 15.27,2,Neutral,Hardware,L2,Qatar
Resolved,454,Medium,Portal,Hardware Failure,IT Support,Yousef Al-Khalifa,08-08-2024 12.13,08-08-2024 15.13,08-08-2024 12.58,08-08-2024 12.52,Met,08-08-2024 15.07,Met,08-08-2024 15.11,1,Neutral,Cloud,L1,Kuwait
New,455,Critical,Portal,Network Issue,Customer Service,Abdullah Al-Rashid,07-04-2024 9.38,07-04-2024 10.38,07-04-2024 9.48,07-04-2024 9.45,Met,07-04-2024 10.32,Met,07-04-2024 10.34,4,Neutral,Cloud,L3,UAE
Closed,456,Medium,Phone,Network Issue,Customer Service,Abdullah Al-Rashid,31-05-2024 22.40,01-06-2024 1.40,31-05-2024 23.25,31-05-2024 23.16,Met,01-06-2024 1.21,Met,01-06-2024 1.21,5,Satisfied,Network,L1,Kuwait
In Progress,457,Medium,Portal,Software Bug,Customer Service,Abdullah Al-Farsi,07-06-2024 6.59,07-06-2024 9.59,07-06-2024 7.44,07-06-2024 7.35,Met,07-06-2024 9.46,Met,07-06-2024 9.48,3,Dissatisfied,Cloud,L3,Qatar
Closed,458,High,Phone,General Inquiry,Development,Fahad Al-Rashid,24-04-2024 5.50,24-04-2024 7.50,24-04-2024 6.20,24-04-2024 6.13,Met,24-04-2024 7.45,Met,24-04-2024 7.49,2,Dissatisfied,Software,L2,Oman
In Progress,459,Critical,Email,Hardware Failure,Security,Ali Al-Khalifa,09-07-2024 5.45,09-07-2024 6.45,09-07-2024 5.55,09-07-2024 5.45,Met,09-07-2024 6.38,Met,09-07-2024 6.39,4,Dissatisfied,Network,L1,Oman
Closed,460,Low,Phone,Access Request,Development,Mohammed Al-Rashid,12-04-2024 18.56,12-04-2024 22.56,12-04-2024 19.56,12-04-2024 19.46,Met,12-04-2024 22.54,Met,12-04-2024 22.54,3,Dissatisfied,Software,L3,Saudi Arabia
Resolved,461,High,Portal,Hardware Failure,Customer Service,Hassan Al-Hamdan,05-08-2024 19.48,05-08-2024 21.48,05-08-2024 20.18,05-08-2024 20.13,Met,05-08-2024 21.28,Met,05-08-2024 21.31,5,Dissatisfied,Network,L1,Saudi Arabia
New,462,High,Email,General Inquiry,IT Support,Ahmed Al-Nasser,13-05-2024 3.17,13-05-2024 5.17,13-05-2024 3.47,13-05-2024 3.38,Met,13-05-2024 5.10,Met,13-05-2024 5.10,2,Satisfied,Cloud,L3,Saudi Arabia
Closed,463,Low,Phone,General Inquiry,Network Ops,Abdullah Al-Farsi,26-07-2024 15.32,26-07-2024 19.32,26-07-2024 16.32,26-07-2024 16.49,Not Met,26-07-2024 19.13,Met,26-07-2024 19.17,2,Dissatisfied,Network,L3,Kuwait
New,464,Low,Portal,Hardware Failure,IT Support,Yousef Al-Khalifa,14-05-2024 10.45,14-05-2024 14.45,14-05-2024 11.45,14-05-2024 11.45,Met,14-05-2024 14.44,Met,14-05-2024 14.45,2,Satisfied,Cloud,L1,Qatar
Closed,465,Low,Phone,Software Bug,IT Support,Saif Al-Rashid,02-05-2024 22.18,03-05-2024 2.18,02-05-2024 23.18,02-05-2024 23.18,Met,03-05-2024 2.01,Met,03-05-2024 2.05,4,Dissatisfied,Hardware,L3,UAE
Open,466,Medium,Email,Access Request,Development,Ahmed Al-Salem,26-06-2024 13.35,26-06-2024 16.35,26-06-2024 14.20,26-06-2024 14.10,Met,26-06-2024 16.34,Met,26-06-2024 16.38,1,Neutral,Software,L3,Bahrain
In Progress,467,Medium,Email,Hardware Failure,Customer Service,Fahad Al-Rashid,29-07-2024 5.12,29-07-2024 8.12,29-07-2024 5.57,29-07-2024 5.47,Met,29-07-2024 8.03,Met,29-07-2024 8.05,4,Dissatisfied,Software,L1,Oman
Closed,468,Critical,Email,Software Bug,Security,Ahmed Al-Nasser,22-07-2024 17.46,22-07-2024 18.46,22-07-2024 17.56,22-07-2024 17.56,Met,22-07-2024 18.43,Met,22-07-2024 18.43,1,Satisfied,Cloud,L1,Oman
In Progress,469,High,Portal,Network Issue,Network Ops,Fahad Al-Rashid,24-04-2024 2.11,24-04-2024 4.11,24-04-2024 2.41,24-04-2024 2.37,Met,24-04-2024 4.09,Met,24-04-2024 4.10,4,Neutral,Network,L3,UAE
Resolved,470,Critical,Email,General Inquiry,Customer Service,Omar Al-Mansoori,04-07-2024 15.36,04-07-2024 16.36,04-07-2024 15.46,04-07-2024 15.43,Met,04-07-2024 16.28,Met,04-07-2024 16.29,5,Neutral,Cloud,L3,Kuwait
Closed,471,Low,Portal,General Inquiry,Customer Service,Abdullah Al-Farsi,05-07-2024 23.51,06-07-2024 3.51,06-07-2024 0.51,06-07-2024 0.49,Met,06-07-2024 3.35,Met,06-07-2024 3.36,4,Satisfied,Hardware,L3,Qatar
New,472,High,Email,Access Request,IT Support,Khalid Al-Farsi,07-07-2024 4.29,07-07-2024 6.29,07-07-2024 4.59,07-07-2024 4.52,Met,07-07-2024 6.23,Met,07-07-2024 6.27,4,Neutral,Cloud,L3,Saudi Arabia
New,473,High,Email,Network Issue,Customer Service,Mohammed Al-Hamdan,12-06-2024 19.26,12-06-2024 21.26,12-06-2024 19.56,12-06-2024 19.48,Met,12-06-2024 21.25,Met,12-06-2024 21.27,5,Dissatisfied,Software,L3,Saudi Arabia
In Progress,474,Critical,Email,Network Issue,Development,Mohammed Al-Hamdan,27-06-2024 4.39,27-06-2024 5.39,27-06-2024 4.49,27-06-2024 4.42,Met,27-06-2024 5.35,Met,27-06-2024 5.40,5,Neutral,Hardware,L2,UAE
Open,475,Low,Portal,General Inquiry,Customer Service,Abdullah Al-Rashid,01-06-2024 12.34,01-06-2024 16.34,01-06-2024 13.34,01-06-2024 13.30,Met,01-06-2024 16.34,Met,01-06-2024 16.34,1,Satisfied,Hardware,L1,Kuwait
New,476,High,Email,Access Request,Network Ops,Abdullah Al-Farsi,26-04-2024 21.09,26-04-2024 23.09,26-04-2024 21.39,26-04-2024 21.33,Met,26-04-2024 23.07,Met,26-04-2024 23.12,5,Satisfied,Network,L3,Kuwait
Resolved,477,Medium,Email,Software Bug,Security,Ahmed Al-Nasser,20-07-2024 6.23,20-07-2024 9.23,20-07-2024 7.08,20-07-2024 7.00,Met,20-07-2024 9.21,Met,20-07-2024 9.24,3,Dissatisfied,Software,L3,UAE
In Progress,478,Low,Portal,Software Bug,Customer Service,Fahad Al-Farsi,06-04-2024 0.42,06-04-2024 4.42,06-04-2024 1.42,06-04-2024 1.41,Met,06-04-2024 4.23,Met,06-04-2024 4.27,3,Satisfied,Cloud,L3,Bahrain
